Branch
BusNumFrom,BusNumTo,R,X,B,LimitMVAA,LimitMVAB,LimitMVAC,Tap,Phase,Status,Circuit
1187,1189,0.004470,0.018500,0.003060,209.999990,555.999994,209.999990,1.000000,0.000000,Closed,1
1188,1554,0.000140,0.000560,0.000090,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1188,1189,0.000440,0.001830,0.000300,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1189,1557,0.000770,0.003190,0.000530,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1190,1191,0.001320,0.005460,0.000900,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1190,364,0.000190,0.000790,0.000130,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1190,1414,0.003510,0.014530,0.002410,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1191,1192,0.000560,0.002330,0.000390,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1191,365,0.013760,0.056920,0.009420,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1192,575,0.000600,0.002500,0.000410,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1193,400,0.000080,0.000320,0.000050,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1193,23,0.006730,0.027830,0.004610,222.000003,555.999994,244.000006,1.000000,0.000000,Closed,1
1194,23,0.006720,0.027800,0.004600,222.000003,555.999994,244.000006,1.000000,0.000000,Closed,1
1194,400,0.000060,0.000270,0.000040,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1195,20,0.009430,0.038990,0.006460,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1195,401,0.002880,0.011920,0.001970,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1195,1215,0.002680,0.011090,0.001840,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1196,408,0.000020,0.000060,0.000010,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1196,1197,0.002350,0.009700,0.001610,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1197,407,0.000040,0.000170,0.000030,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1197,1198,0.004710,0.019500,0.003230,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1198,1199,0.003760,0.015540,0.002570,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1198,406,0.002200,0.009110,0.001510,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1199,405,0.001000,0.004150,0.000690,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1199,404,0.000100,0.000410,0.000070,125.000000,555.999994,192.999995,1.000000,0.000000,Closed,1
1200,429,0.001450,0.006010,0.001000,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1200,446,0.001680,0.006930,0.001150,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1200,1201,0.003700,0.015300,0.002530,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1201,1546,0.003980,0.016440,0.002720,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1201,428,0.000080,0.000340,0.000060,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1202,1546,0.004090,0.016910,0.002800,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1202,429,0.002320,0.009580,0.001590,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1202,428,0.000090,0.000370,0.000060,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1203,188,0.013960,0.057710,0.009560,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1203,495,0.015060,0.062280,0.010310,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1203,189,0.000030,0.000120,0.000020,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1204,22,0.028270,0.064260,0.001260,95.999998,250.000000,123.000002,1.000000,0.000000,Closed,1
1204,479,0.000170,0.000390,0.000010,95.999998,250.000000,123.000002,1.000000,0.000000,Closed,1
1204,1455,0.102290,0.232540,0.004550,95.999998,250.000000,123.000002,1.000000,0.000000,Closed,1
1205,455,0.005350,0.022130,0.003670,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1205,456,0.000030,0.000110,0.000020,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1205,457,0.009690,0.040090,0.006640,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1206,1207,0.010830,0.044800,0.007420,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1206,493,0.000090,0.000370,0.000060,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1206,1211,0.011530,0.047670,0.007890,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1207,495,0.016970,0.070180,0.011620,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1207,494,0.000080,0.000350,0.000060,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1208,23,0.017550,0.072590,0.012020,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1208,482,0.009110,0.037680,0.006240,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1209,418,0.000070,0.000310,0.000050,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1209,415,0.004360,0.018040,0.002990,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1210,526,0.049100,0.111630,0.002180,95.999998,250.000000,123.000002,1.000000,0.000000,Closed,1
1210,1544,0.038400,0.087300,0.001710,95.999998,250.000000,123.000002,1.000000,0.000000,Closed,1
1210,1224,0.014990,0.034070,0.000670,95.999998,250.000000,123.000002,1.000000,0.000000,Closed,1
1211,519,0.000070,0.000310,0.000050,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1211,1212,0.000010,0.000060,0.000010,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1212,519,0.000070,0.000300,0.000050,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1213,455,0.016730,0.069190,0.011460,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1213,1214,0.000310,0.001270,0.000210,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1214,23,0.003810,0.015750,0.002610,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1214,480,0.006240,0.025810,0.004270,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1215,447,0.047340,0.195760,0.032420,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1216,1546,0.008000,0.033060,0.005480,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1216,415,0.002580,0.010680,0.001770,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1216,125,0.000520,0.002140,0.003500,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1216,417,0.001840,0.007600,0.001260,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1217,415,0.002920,0.012070,0.002000,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1217,1546,0.007920,0.032770,0.005430,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1217,417,0.001870,0.007730,0.001280,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1218,1466,0.000000,0.000020,0.000000,210.999990,555.999994,231.999993,1.000000,0.000000,Closed,1
1218,1465,0.000000,0.000020,0.000000,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1220,1230,0.013610,0.109340,0.417180,575.000000,935.999966,715.000010,1.000000,0.000000,Closed,2
1220,1230,0.013600,0.109310,0.417050,575.000000,935.999966,715.000010,1.000000,0.000000,Closed,1
1220,1232,0.008150,0.065500,0.249900,453.000021,935.999966,578.999996,1.000000,0.000000,Closed,2
1220,1232,0.008150,0.065500,0.249900,453.000021,935.999966,578.999996,1.000000,0.000000,Closed,1
1220,1221,0.001660,0.013320,0.050800,500.000000,935.999966,625.000000,1.000000,0.000000,Closed,1
1221,1232,0.006530,0.052460,0.200150,453.000021,935.999966,578.999996,1.000000,0.000000,Closed,1
1221,1232,0.006530,0.052460,0.200150,453.000021,935.999966,578.999996,1.000000,0.000000,Closed,2
1222,1543,0.000600,0.052400,0.000000,417.000008,517.999983,598.999977,1.000000,0.000000,Closed,1
1223,1544,0.003200,0.164400,0.000000,125.000000,145.000005,170.000005,1.000000,0.000000,Closed,1
1225,1516,0.020000,0.080000,0.013000,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1228,1222,0.001410,0.021470,0.554980,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,1
1228,1545,0.000600,0.052400,0.000000,417.000008,517.999983,598.999977,1.000000,0.000000,Closed,1
1228,1233,0.002320,0.035450,0.916390,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,1
1228,1227,0.001190,0.018210,0.470730,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,1
1230,1546,0.000400,0.040000,0.000000,500.000000,500.000000,500.000000,1.000000,0.000000,Closed,2
1230,1547,0.001430,0.011500,0.043890,852.999973,935.999966,852.999973,1.000000,0.000000,Closed,2
1230,1546,0.000400,0.040000,0.000000,500.000000,500.000000,500.000000,1.000000,0.000000,Closed,1
1230,1547,0.001430,0.011530,0.044000,852.999973,935.999966,852.999973,1.000000,0.000000,Closed,1
1231,1547,0.000180,0.016530,0.000000,935.999966,1197.000027,1382.999992,1.000000,0.000000,Closed,1
1231,1547,0.000180,0.016530,0.000000,935.999966,1197.000027,1382.999992,1.000000,0.000000,Closed,2
1232,1549,0.000080,0.000650,0.002470,453.000021,935.999966,578.999996,1.000000,0.000000,Closed,1
1232,1548,0.001490,0.062300,0.000000,600.000000,600.000000,600.000000,1.000000,0.000000,Open,1
1232,1549,0.000100,0.000810,0.003080,453.000021,935.999966,578.999996,1.000000,0.000000,Closed,2
1232,1549,0.000080,0.000680,0.002590,453.000021,935.999966,578.999996,1.000000,0.000000,Closed,3
1232,630,0.013680,0.109930,0.419410,453.000021,935.999966,578.999996,1.000000,0.000000,Open,1
1232,630,0.013720,0.110300,0.420820,453.000021,935.999966,578.999996,1.000000,0.000000,Open,2
1233,1242,0.002520,0.038490,0.995090,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,1
1233,1549,0.000440,0.023410,0.000000,800.000000,540.999985,1244.999981,1.000000,0.000000,Closed,1
1233,1567,0.000050,0.000730,0.018920,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,1
1233,1237,0.001870,0.028550,0.737890,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,1
1233,1237,0.001870,0.028550,0.738130,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,2
1234,1237,0.002380,0.036270,0.937640,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,1
1234,1550,0.000600,0.052400,0.000000,417.000008,517.999983,598.999977,1.000000,0.000000,Closed,1
1234,1237,0.002380,0.036260,0.937450,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,2
1234,1235,0.000580,0.008770,0.226820,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,2
1234,1235,0.000570,0.008760,0.226520,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,1
1235,1299,0.001440,0.021920,0.566740,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,1
1235,1249,0.001670,0.025560,0.660620,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Open,2
1235,1249,0.002230,0.034010,0.879210,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Open,1
1235,1299,0.001440,0.021920,0.566740,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,2
1235,1551,0.000600,0.052400,0.000000,600.000000,600.000000,600.000000,1.000000,0.000000,Closed,W
1235,1551,0.000600,0.052400,0.000000,600.000000,600.000000,600.000000,1.000000,0.000000,Closed,1
1235,1313,0.002650,0.040450,1.045570,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,1
1236,1552,0.000600,0.052400,0.000000,417.000008,517.999983,598.999977,1.000000,0.000000,Closed,1
1236,1238,0.000460,0.007020,0.181450,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,2
1236,1238,0.000460,0.007020,0.181460,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,1
1237,1553,0.000600,0.052400,0.000000,500.000000,517.999983,598.999977,1.000000,0.000000,Closed,1
1237,1240,0.000870,0.013300,0.343730,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,1
1237,1241,0.000930,0.014210,0.367250,2454.000092,2454.000092,2454.000092,1.000000,0.000000,Closed,1
1237,1238,0.000600,0.009100,0.235310,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,1
1238,1239,0.000270,0.004150,0.107290,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,1
1238,1239,0.000270,0.004130,0.106760,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,2
1239,1242,0.000030,0.000520,0.013510,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,1
1239,1241,0.000100,0.001520,0.039210,2454.000092,2454.000092,2454.000092,1.000000,0.000000,Closed,1
1239,1240,0.000020,0.000240,0.006090,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,1
1239,1554,0.000600,0.052400,0.000000,417.000008,517.999983,598.999977,1.000000,0.000000,Closed,1
1240,1242,0.000030,0.000430,0.011170,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,1
1240,1555,0.000600,0.052400,0.000000,417.000008,517.999983,598.999977,1.000000,0.000000,Closed,1
1241,1556,0.000600,0.052400,0.000000,417.000008,517.999983,598.999977,1.000000,0.000000,Closed,1
1242,1557,0.000600,0.052400,0.000000,417.000008,517.999983,598.999977,1.000000,0.000000,Closed,1
1244,1413,0.004000,0.050000,0.725000,1215.999985,2454.000092,1215.999985,1.000000,0.000000,Closed,1
1244,1558,0.000440,0.023410,0.000000,448.000002,540.999985,611.999989,1.000000,0.000000,Closed,1
1245,1244,0.001560,0.023870,0.616950,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,1
1245,1560,0.000440,0.023410,0.000000,448.000002,540.999985,611.999989,1.000000,0.000000,Closed,1
1245,1228,0.002070,0.031580,0.816240,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,1
1245,254,0.000670,0.010200,0.263760,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,1
1245,1559,0.000600,0.052400,0.000000,417.000008,517.999983,598.999977,1.000000,0.000000,Closed,1
1246,1561,0.001490,0.062300,0.000000,325.999999,369.000006,423.000002,1.000000,0.000000,Closed,1
1246,1564,0.002320,0.018640,0.071110,453.000021,935.999966,578.999996,1.000000,0.000000,Closed,1
1247,1562,0.001490,0.062300,0.000000,325.999999,369.000006,423.000002,1.000000,0.000000,Closed,1
1248,1413,0.001570,0.024030,0.621080,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,1
1248,1563,0.000600,0.052400,0.000000,417.000008,517.999983,598.999977,1.000000,0.000000,Closed,1
1248,1564,0.000440,0.023410,0.000000,448.000002,540.999985,611.999989,1.000000,0.000000,Closed,1
1249,1299,0.000480,0.007300,0.188720,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,2
1249,1313,0.001450,0.022090,0.571130,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Open,1
1249,1299,0.000480,0.007300,0.188730,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,1
1251,1250,0.002200,0.017710,0.067560,453.000021,935.999966,578.999996,1.000000,0.000000,Closed,1
1251,1565,0.001490,0.062300,0.000000,325.999999,369.000006,423.000002,1.000000,0.000000,Closed,1
1253,1405,0.000560,0.002330,0.000390,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1254,239,0.004060,0.016810,0.002780,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1254,228,0.000830,0.003410,0.000560,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1256,211,0.074180,0.306760,0.050800,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1258,1259,0.003990,0.016500,0.002730,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1258,1260,0.002490,0.010280,0.001700,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1258,1384,0.007980,0.033010,0.005470,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1261,1566,0.001490,0.062300,0.000000,325.999999,369.000006,423.000002,1.000000,0.000000,Closed,1
1261,1315,0.001280,0.010300,0.039290,453.000021,935.999966,578.999996,1.000000,0.000000,Closed,1
1262,1569,0.010290,0.042550,0.007050,166.999996,183.000004,209.999990,1.000000,0.000000,Closed,2
1262,1569,0.010290,0.042550,0.007050,166.999996,183.000004,209.999990,1.000000,0.000000,Closed,1
1262,269,0.018160,0.075100,0.012440,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1262,1569,0.010290,0.042550,0.007050,166.999996,183.000004,209.999990,1.000000,0.000000,Closed,3
1262,277,0.000050,0.000210,0.000040,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,2
1262,277,0.000050,0.000210,0.000030,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1263,1567,0.000250,0.008460,0.000000,1581.999969,1829.999924,2070.000076,1.000000,0.000000,Closed,1
1263,1231,0.000390,0.011910,5.781520,5115.000153,5115.000153,5300.000000,1.000000,0.000000,Closed,1
1263,1567,0.000250,0.008460,0.000000,1581.999969,1829.999924,2070.000076,1.000000,0.000000,Closed,2
1264,220,0.008990,0.037180,0.006160,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,2
1264,220,0.007800,0.032270,0.005340,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1269,1268,0.000270,0.001110,0.000180,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1269,1267,0.000100,0.000400,0.000070,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1269,1266,0.000500,0.002060,0.000340,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1270,184,0.006840,0.028290,0.004680,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1270,334,0.005120,0.021190,0.003510,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1270,175,0.000060,0.000250,0.000040,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1271,1272,0.004990,0.020640,0.003420,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1271,61,0.035830,0.148180,0.024540,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1272,1477,0.021250,0.087860,0.014550,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,3
1272,1477,0.021240,0.087830,0.014540,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,2
1272,213,0.027400,0.113310,0.018760,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1272,1477,0.021160,0.087490,0.014490,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1273,207,0.001610,0.006660,0.001100,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1273,1386,0.017410,0.072000,0.011920,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1273,208,0.020380,0.084260,0.013950,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1278,1475,0.000570,0.002360,0.000390,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1278,1474,0.003780,0.015640,0.002590,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1278,299,0.000050,0.000190,0.000030,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1279,1368,0.011880,0.049110,0.008130,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1279,1474,0.020590,0.085150,0.014100,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1279,136,0.001080,0.004470,0.000740,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1281,1358,0.002270,0.009380,0.001550,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1281,104,0.004300,0.017790,0.002950,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1281,1436,0.003040,0.012560,0.002080,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1282,1474,0.009170,0.037910,0.006280,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1282,308,0.000080,0.000340,0.000060,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1283,306,0.000060,0.000240,0.000040,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1283,1345,0.001790,0.007390,0.001220,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1284,306,0.000060,0.000240,0.000040,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1286,28,0.000500,0.002070,0.000350,115.999997,555.999994,145.000005,1.000000,0.000000,Closed,1
1287,374,0.033710,0.060420,0.006940,75.999999,555.999994,94.000000,1.000000,0.000000,Closed,1
1287,28,0.000500,0.002050,0.000340,115.999997,555.999994,145.000005,1.000000,0.000000,Closed,1
1288,1395,0.000080,0.000330,0.000060,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1288,1394,0.000060,0.000250,0.000040,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1290,329,0.003710,0.015360,0.002540,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1290,338,0.000940,0.003900,0.000650,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1290,339,0.001400,0.005780,0.000960,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1292,1293,0.000720,0.002970,0.000490,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1292,170,0.002500,0.010320,0.001710,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1294,1295,0.001560,0.006460,0.001070,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1298,1330,0.001320,0.005460,0.000900,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1299,1313,0.000800,0.012250,0.316570,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,1
1299,1248,0.001010,0.012000,0.180000,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,1
1300,269,0.037550,0.155280,0.025710,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1300,1390,0.000190,0.000770,0.000130,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1300,1334,0.013550,0.056040,0.009280,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1301,1417,0.012430,0.051380,0.008510,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1302,1417,0.000590,0.002440,0.000400,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1303,1568,0.001490,0.062300,0.000000,325.999999,369.000006,423.000002,1.000000,0.000000,Closed,1
1303,54,0.004980,0.040000,0.152610,453.000021,935.999966,578.999996,1.000000,0.000000,Closed,1
1304,1291,0.012780,0.052860,0.008750,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1304,1305,0.014690,0.060750,0.010060,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1304,372,0.009370,0.038760,0.006420,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1308,1382,0.004040,0.016700,0.002770,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1310,1254,0.006590,0.027260,0.004510,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1310,227,0.011430,0.047270,0.007830,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1310,1309,0.000620,0.002570,0.000430,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1311,1312,0.000020,0.000090,0.000010,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1311,1333,0.000390,0.001610,0.000270,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1311,236,0.004020,0.016600,0.002750,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1312,234,0.000540,0.002250,0.000370,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1312,1118,0.001410,0.005850,0.000970,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1313,1427,0.000640,0.006660,0.100000,2400.000000,2400.000000,2400.000000,1.000000,0.000000,Closed,3
1313,1427,0.000640,0.006660,0.100000,2400.000000,2400.000000,2400.000000,1.000000,0.000000,Closed,2
1313,1427,0.000640,0.006660,0.100000,2400.000000,2400.000000,2400.000000,1.000000,0.000000,Closed,1
1313,1570,0.000440,0.023410,0.000000,1250.000000,1250.000000,1250.000000,1.000000,0.000000,Closed,1
1313,1569,0.000600,0.054000,0.000000,600.000000,600.000000,600.000000,1.000000,0.000000,Closed,1
1313,1570,0.000440,0.023410,0.000000,1250.000000,1250.000000,1250.000000,1.000000,0.000000,Closed,2
1314,1571,0.001490,0.062300,0.000000,325.999999,369.000006,423.000002,1.000000,0.000000,Closed,3
1314,1571,0.001490,0.062300,0.000000,325.999999,369.000006,423.000002,1.000000,0.000000,Closed,2
1314,1571,0.001490,0.062300,0.000000,325.999999,369.000006,423.000002,1.000000,0.000000,Closed,1
1316,1314,0.001890,0.015220,0.058070,578.999996,935.999966,698.999977,1.000000,0.000000,Closed,1
1316,1261,0.000180,0.001420,0.005430,453.000021,935.999966,578.999996,1.000000,0.000000,Closed,1
1316,315,0.000010,0.000050,0.000180,453.000021,935.999966,578.999996,1.000000,0.000000,Closed,1
1317,1314,0.001880,0.015130,0.057730,578.999996,935.999966,698.999977,1.000000,0.000000,Closed,1
1317,315,0.000010,0.000050,0.000180,453.000021,935.999966,578.999996,1.000000,0.000000,Closed,1
1317,1261,0.000180,0.001470,0.005620,453.000021,935.999966,578.999996,1.000000,0.000000,Closed,1
1318,317,0.001080,0.004480,0.000740,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1318,319,0.001040,0.004310,0.000710,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1318,318,0.001270,0.005250,0.000870,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1319,316,0.000620,0.002580,0.000430,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1319,1378,0.000380,0.001570,0.000260,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1320,1572,0.001490,0.062300,0.000000,325.999999,369.000006,423.000002,1.000000,0.000000,Closed,1
1320,1321,0.005520,0.044380,0.169310,453.000021,935.999966,578.999996,1.000000,0.000000,Closed,1
1321,1246,0.008260,0.066420,0.253400,453.000021,935.999966,578.999996,1.000000,0.000000,Closed,1
1321,1246,0.008240,0.066260,0.252810,453.000021,935.999966,578.999996,1.000000,0.000000,Closed,2
1321,1573,0.001490,0.062300,0.000000,325.999999,369.000006,423.000002,1.000000,0.000000,Closed,1
1322,1371,0.001210,0.004990,0.000830,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1323,1416,0.001410,0.005850,0.000970,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1323,68,0.012720,0.052580,0.008710,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1323,134,0.027540,0.113860,0.018850,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1323,1327,0.000010,0.000050,0.000010,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1323,1326,0.001410,0.005820,0.000960,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1325,1370,0.000490,0.002030,0.000340,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1325,72,0.000080,0.000340,0.000060,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1325,73,0.000360,0.001500,0.000250,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1326,74,0.001500,0.006210,0.001030,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
1327,1573,0.007420,0.030700,0.005080,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,2
